team_id,player_id,game_pk,batting_order,plate_appearances,total_bases,caught_stealing,stolen_bases,stolen_base_percentage,pickoffs,summary,fly_outs,ground_outs,air_outs,runs,doubles,triples,home_runs,strike_outs,base_on_balls,intentional_walks,hits,hit_by_pitch,at_bats,ground_into_double_play,ground_into_triple_play,rbi,left_on_base,sac_bunts,sac_flies,catchers_interference,at_bats_per_home_run
108,543685,747060,1,4,0,0,0,.---,0,0-4 | 2 K,1,1,1,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,-.--
108,543305,747060,2,4,0,0,0,.---,0,"0-3 | BB, 2 K",0,1,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,-.--
108,545361,747060,3,3,4,0,0,.---,0,"1-3 | HR, K, RBI",0,0,1,1,0,0,1,1,0,0,1,0,3,0,0,1,1,0,0,0,3
108,621493,747060,4,4,0,0,0,.---,0,0-4 | 2 K,0,1,1,0,0,0,0,2,0,0,0,0,4,1,0,0,1,0,0,0,-.--
108,592273,747060,5,2,0,0,0,.---,0,0-2 | K,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,-.--
108,694384,747060,6,3,0,0,0,.---,0,"0-2 | BB, K, R",1,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,-.--
108,593934,747060,7,2,0,0,0,.---,0,0-2 | 2 K,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,-.--
108,681351,747060,8,3,0,0,0,.---,0,0-2 | BB,1,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,-.--
108,687263,747060,9,3,0,0,0,.---,0,"0-3 | 2 K, RBI",0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,1,1,0,0,0,-.--
110,683002,747060,1,5,1,0,0,.---,0,"1-4 | BB, K, R",0,1,1,1,0,0,0,1,1,0,1,0,4,0,0,0,4,0,0,0,-.--
110,668939,747060,2,5,2,0,0,.---,0,"2-4 | BB, 2 RBI, 3 R",1,1,1,3,0,0,0,0,1,0,2,0,4,0,0,2,2,0,0,0,-.--
110,663624,747060,3,5,1,0,0,.---,0,"1-3 | BB, K, RBI",1,1,1,0,0,0,0,1,1,0,1,0,3,0,0,1,1,0,1,0,-.--
110,623993,747060,4,5,4,0,0,.---,0,"1-4 | HR, 4 RBI, R",2,1,3,1,0,0,1,0,0,0,1,0,4,0,0,4,3,0,1,0,4
110,669720,747060,5,5,1,0,0,.---,0,"1-4 | BB, 2 K, R",0,0,1,1,0,0,0,2,1,0,1,0,4,0,0,0,2,0,0,0,-.--
110,676059,747060,6,3,1,0,0,.---,0,1-3 | RBI,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,1,2,0,0,0,-.--
110,656775,747060,7,4,4,0,0,.---,0,"1-4 | HR, 3 RBI, R",1,1,2,1,0,0,1,0,0,0,1,0,4,0,0,3,2,0,0,0,4
110,602104,747060,8,4,0,0,0,.---,0,"0-3 | BB, R",0,3,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,-.--
110,622761,747060,9,4,2,0,1,1,0,"1-3 | 2B, BB, K",1,0,1,2,1,0,0,1,1,0,1,0,3,0,0,0,1,0,0,0,-.--
120,682928,746737,1,4,0,0,0,.---,0,0-4 | 2 K,0,1,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,-.--
120,657041,746737,2,4,0,0,0,.---,0,0-4 | 2 K,1,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,-.--
120,608385,746737,3,4,1,0,0,.---,0,1-4 | K,0,2,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,-.--
120,608841,746737,4,4,2,0,0,.---,0,2-4 | R,0,0,2,1,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,-.--
120,608336,746737,5,4,0,0,0,.---,0,0-4 | 3 K,0,0,1,0,0,0,0,3,0,0,0,0,4,0,0,0,2,0,0,0,-.--
120,660688,746737,6,3,1,0,0,.---,0,1-3,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,-.--
120,592696,746737,7,3,4,0,0,.---,0,"1-3 | HR, 2 RBI, R",0,1,1,1,0,0,1,0,0,0,1,0,3,0,0,2,1,0,0,0,3
120,545121,746737,8,3,1,0,0,.---,0,1-3,1,1,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,-.--
120,671277,746737,9,3,0,0,0,.---,0,0-3 | K,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,-.--
113,663697,746737,1,5,1,0,0,.---,0,1-4 | BB,1,0,3,0,0,0,0,0,1,0,1,0,4,0,0,0,2,0,0,0,-.--
113,666181,746737,2,4,2,0,0,.---,0,"1-4 | 2B, K",1,1,1,0,1,0,0,1,0,0,1,0,4,0,0,0,2,0,0,0,-.--
113,687952,746737,3,4,0,0,0,.---,0,0-4 | K,1,1,2,0,0,0,0,1,0,0,0,0,4,0,0,0,3,0,0,0,-.--
113,600869,746737,4,4,0,0,0,.---,0,0-4 | 3 K,1,0,1,0,0,0,0,3,0,0,0,0,4,0,0,0,1,0,0,0,-.--
113,641584,746737,5,4,3,0,1,1,0,"2-4 | 2B, 2 R, SB",0,0,2,2,1,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,-.--
113,682829,746737,6,4,1,0,1,1,0,"1-3 | BB, 2 K, 2 R",0,0,0,2,0,0,0,2,1,0,1,0,3,0,0,0,1,0,0,0,-.--
113,668715,746737,7,4,3,0,1,1,0,"2-3 | 2B, HBP, K",0,0,0,2,1,0,0,1,0,0,2,1,3,0,0,2,0,0,0,0,-.--
113,605361,746737,8,4,8,0,0,.---,0,"2-4 | 2 HR, 5 RBI, 2 R",0,1,1,2,0,0,2,0,0,0,2,0,4,0,0,5,2,0,0,0,2
113,663886,746737,9,4,1,0,0,.---,0,"1-4 | K, RBI",0,2,0,0,0,0,0,1,0,0,1,0,4,0,0,1,1,0,0,0,-.--
137,808982,745445,1,4,1,1,0,0,1,"1-3 | K, RBI, CS",1,0,2,0,0,0,0,1,0,0,1,0,3,0,0,1,1,0,1,0,-.--
137,624585,745445,2,4,0,0,0,.---,0,"0-3 | BB, K",1,1,1,0,0,0,0,1,1,0,0,0,3,0,0,0,1,0,0,0,-.--
137,664774,745445,3,2,1,0,0,.---,0,1-2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,-.--
137,656305,745445,4,4,1,0,0,.---,0,1-4 | K,1,0,2,0,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,0,-.--
137,573262,745445,5,4,0,0,0,.---,0,0-4 | 3 K,0,1,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,-.--
137,642731,745445,6,4,1,0,0,.---,0,"1-4 | K, R",0,1,1,1,0,0,0,1,0,0,1,0,4,0,0,0,2,0,0,0,-.--
137,624424,745445,7,4,7,0,0,.---,0,"3-4 | HR, 2B, K",0,0,0,3,1,0,1,1,0,0,3,0,4,0,0,1,2,0,0,0,4
137,672275,745445,8,4,0,0,0,.---,0,0-3 | K,1,2,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,-.--
137,605113,745445,9,3,3,0,0,.---,0,"2-3 | 2B, 2 RBI",1,0,1,0,1,0,0,0,0,0,2,0,3,0,0,2,0,0,0,0,-.--
135,593428,745445,1,4,2,0,0,.---,0,"2-4 | K, RBI, R",0,0,1,1,0,0,0,1,0,0,2,0,4,0,0,1,2,0,0,0,-.--
135,665487,745445,2,4,1,0,0,.---,0,1-4,0,3,0,0,0,0,0,0,0,0,1,0,4,1,0,0,3,0,0,0,-.--
135,630105,745445,3,4,2,0,0,.---,0,"1-4 | 2B, K, 2 RBI",0,2,0,0,1,0,0,1,0,0,1,0,4,0,0,2,1,0,0,0,-.--
135,592518,745445,4,4,0,0,0,.---,0,"0-3 | BB, R",0,1,2,1,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,-.--
135,673490,745445,5,4,1,0,1,1,0,"1-3 | BB, K, R",1,0,1,1,0,0,0,1,1,1,1,0,3,0,0,0,1,0,0,0,-.--
135,595777,745445,6,2,1,0,0,.---,0,1-2 | RBI,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,-.--
135,669134,745445,7,4,2,0,0,.---,0,2-4 | R,0,2,0,1,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,-.--
135,642180,745445,8,3,1,0,1,1,0,"1-3 | K, RBI, R",0,1,0,1,0,0,0,1,0,0,1,0,3,0,0,1,2,0,0,0,-.--
135,701538,745445,9,3,0,0,0,.---,0,"0-2 | BB, K, R",0,1,0,1,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,-.--
138,680977,746165,1,4,0,0,0,.---,0,0-4,2,1,3,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,-.--
138,502671,746165,2,4,6,0,0,.---,0,"3-4 | HR, K, RBI",0,0,0,1,0,0,1,1,0,0,3,0,4,0,0,1,0,0,0,0,4
138,669357,746165,3,4,0,0,0,.---,0,0-4 | 2 K,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,2,0,0,0,-.--
138,571448,746165,4,4,0,0,0,.---,0,0-4,2,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,-.--
138,575929,746165,5,4,0,0,0,.---,0,0-3 | BB,1,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,-.--
138,676475,746165,6,3,0,0,0,.---,0,0-3 | K,1,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,-.--
138,691023,746165,7,3,0,0,0,.---,0,0-3 | K,2,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,-.--
138,687363,746165,8,3,0,0,1,1,0,"0-3 | K, SB",1,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,-.--
138,691026,746165,9,3,0,0,0,.---,0,0-3,1,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,-.--
119,605141,746165,1,4,4,0,0,.---,0,"1-2 | HR, 2 BB, RBI",0,0,1,3,0,0,1,0,2,0,1,0,2,0,0,1,0,0,0,0,2
119,660271,746165,2,4,3,0,0,.---,0,"2-3 | 2B, BB, K",0,0,0,1,1,0,0,1,1,0,2,0,3,0,0,0,1,0,0,0,-.--
119,518692,746165,3,4,5,0,0,.---,0,"2-3 | HR, BB, K",0,0,0,2,0,0,1,1,1,0,2,0,3,0,0,3,1,0,0,0,3
119,669257,746165,4,4,1,0,0,.---,0,1-4,2,0,3,0,0,0,0,0,0,0,1,0,4,0,0,0,3,0,0,0,-.--
119,571970,746165,5,4,1,0,0,.---,0,"1-3 | 2 K, 2 RBI",1,0,1,0,0,0,0,2,0,0,1,0,3,0,0,2,0,0,1,0,-.--
119,606192,746165,6,4,2,0,0,.---,0,"1-4 | 2B, 3 K, R",0,0,0,1,1,0,0,3,0,0,1,0,4,0,0,0,3,0,0,0,-.--
119,681546,746165,7,3,2,0,0,.---,0,"2-3 | K, RBI",0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,1,0,0,0,0,-.--
119,518792,746165,8,3,0,0,0,.---,0,0-3,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,-.--
119,666158,746165,9,3,0,0,0,.---,0,0-3 | K,0,2,0,0,0,0,0,1,0,0,0,0,3,1,0,0,2,0,0,0,-.--
141,543807,745116,1,5,4,0,0,.---,0,"1-4 | HR, BB, RBI",0,1,2,2,0,0,1,0,1,0,1,0,4,0,0,1,2,0,0,0,4
141,665489,745116,2,5,4,0,0,.---,0,"1-5 | HR, K, RBI",2,1,2,1,0,0,1,1,0,0,1,0,5,0,0,1,2,0,0,0,5
141,666182,745116,3,5,3,0,0,.---,0,"2-4 | 2B, BB, K",1,0,1,1,1,0,0,1,1,0,2,0,4,0,0,2,0,0,0,0,-.--
141,457759,745116,4,5,0,0,0,.---,0,"0-4 | HBP, K, R",2,1,2,1,0,0,0,1,0,0,0,1,4,1,0,0,2,0,0,0,-.--
141,662139,745116,5,4,0,0,0,.---,0,"0-3 | BB, K, R",1,1,1,1,0,0,0,1,1,0,0,0,3,0,0,0,1,0,0,0,-.--
141,672386,745116,6,4,1,0,0,.---,0,"1-3 | BB, K, 2 RBI",0,1,0,0,0,0,0,1,1,0,1,0,3,0,0,2,0,0,0,0,-.--
141,595281,745116,7,4,1,0,0,.---,0,"1-3 | BB, K, RBI",0,1,0,0,0,0,0,1,1,0,1,0,3,0,0,1,0,0,0,0,-.--
141,643396,745116,8,4,0,0,0,.---,0,0-4,1,3,1,0,0,0,0,0,0,0,0,0,4,1,0,0,4,0,0,0,-.--
141,624415,745116,9,4,4,0,0,.---,0,"1-2 | HR, 2 BB, K",0,0,0,2,0,0,1,1,2,0,1,0,2,0,0,1,0,0,0,0,2
139,650490,745116,1,4,7,0,0,.---,0,"3-4 | HR, 2B, 2 RBI",1,0,1,1,1,0,1,0,0,0,3,0,4,0,0,2,0,0,0,0,4
139,664040,745116,2,4,1,0,0,.---,0,"1-3 | BB, K",0,1,0,0,0,0,0,1,1,0,1,0,3,1,0,0,1,0,0,0,-.--
139,668227,745116,3,4,0,0,0,.---,0,0-4 | 2 K,1,1,1,0,0,0,0,2,0,0,0,0,4,0,0,0,3,0,0,0,-.--
139,623912,745116,4,4,0,0,0,.---,0,0-4 | K,0,3,0,0,0,0,0,1,0,0,0,0,4,0,0,0,3,0,0,0,-.--
139,670623,745116,5,4,0,0,0,.---,0,0-4 | K,0,1,2,0,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,0,-.--
139,680700,745116,6,3,0,0,0,.---,0,"0-2 | BB, K",0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,-.--
139,642350,745116,7,4,1,0,1,1,0,"1-4 | 2 K, SB",0,1,0,0,0,0,0,2,0,0,1,0,4,0,0,0,2,0,0,0,-.--
139,676609,745116,8,4,1,1,0,0,0,"1-4 | 2 K, CS",0,0,1,0,0,0,0,2,0,0,1,0,4,0,0,0,3,0,0,0,-.--
139,650907,745116,9,3,2,0,0,.---,0,"1-3 | 2B, K, R",0,0,1,1,1,0,0,1,0,0,1,0,3,0,0,0,1,0,0,0,-.--
142,621439,746335,1,5,1,0,0,.---,0,"1-4 | BB, K, R",1,0,2,1,0,0,0,1,1,0,1,0,4,0,0,0,1,0,0,0,-.--
142,680777,746335,2,5,0,0,0,.---,0,0-5 | K,0,4,0,0,0,0,0,1,0,0,0,0,5,0,0,0,4,0,0,0,-.--
142,668904,746335,3,2,5,0,0,.---,0,"2-2 | HR, RBI, R",0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,1,0,0,0,0,2
142,621043,746335,4,5,4,0,0,.---,0,"3-4 | 2B, BB, 2 RBI",1,0,1,0,1,0,0,0,1,0,3,0,4,0,0,2,1,0,0,0,-.--
142,467793,746335,5,5,1,0,0,.---,0,"1-4 | BB, 2 K",0,1,0,0,0,0,0,2,1,1,1,0,4,0,0,0,3,0,0,0,-.--
142,596146,746335,6,4,0,0,0,.---,0,0-4 | 2 K,1,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,5,0,0,0,-.--
142,571657,746335,7,4,0,0,0,.---,0,"0-3 | BB, 2 K",0,1,0,0,0,0,0,2,1,0,0,0,3,0,0,0,2,0,0,0,-.--
142,650489,746335,8,4,0,0,0,.---,0,0-4 | 3 K,0,1,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,-.--
142,622534,746335,9,2,1,0,0,.---,0,"1-2 | K, R",0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,-.--
118,672580,746335,1,4,4,0,0,.---,0,"1-4 | HR, K, RBI",1,0,2,1,0,0,1,1,0,0,1,0,4,0,0,1,1,0,0,0,4
118,677951,746335,2,4,2,0,0,.---,0,"1-3 | 2B, BB, 2 K",0,0,0,0,1,0,0,2,1,0,1,0,3,0,0,0,0,0,0,0,-.--
118,686469,746335,3,4,0,0,0,.---,0,0-4,1,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,-.--
118,521692,746335,4,4,0,0,0,.---,0,0-4 | 2 K,2,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,-.--
118,669004,746335,5,4,2,0,0,.---,0,"1-4 | 2B, K",1,1,1,0,1,0,0,1,0,0,1,0,4,0,0,0,1,0,0,0,-.--
118,592669,746335,6,3,0,0,0,.---,0,0-3 | K,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,-.--
118,624428,746335,7,3,1,0,0,.---,0,1-3,0,1,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,-.--
118,676369,746335,8,3,0,0,0,.---,0,0-3 | K,1,1,1,0,0,0,0,1,0,0,0,0,3,1,0,0,2,0,0,0,-.--
118,664728,746335,9,3,1,0,0,.---,0,1-3,0,1,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,-.--
116,628451,746821,1,3,1,0,0,.---,0,"1-2 | K, RBI",0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0,-.--
116,679529,746821,2,4,2,0,0,.---,0,2-4,1,0,2,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,-.--
116,682985,746821,3,4,0,0,0,.---,0,0-4 | 2 K,0,1,1,0,0,0,0,2,0,0,0,0,4,0,0,0,3,0,0,0,-.--
116,592192,746821,4,4,0,0,0,.---,0,"0-3 | BB, 2 K",0,1,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,-.--
116,663837,746821,5,4,1,0,0,.---,0,1-4 | 3 K,0,0,0,0,0,0,0,3,0,0,1,0,4,0,0,0,3,0,0,0,-.--
116,690993,746821,6,4,1,0,0,.---,0,1-4,0,1,2,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,-.--
116,668670,746821,7,4,0,0,0,.---,0,0-4 | K,1,2,1,0,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,0,-.--
116,595879,746821,8,4,1,0,1,1,0,"1-4 | K, R, SB",1,0,2,1,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,-.--
116,678009,746821,9,3,0,0,0,.---,0,0-3 | K,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,-.--
145,643217,746821,1,4,0,0,0,.---,0,0-4 | 2 K,1,1,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,-.--
145,660162,746821,2,4,0,0,0,.---,0,0-4 | K,1,2,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,-.--
145,673357,746821,3,4,1,0,0,.---,0,1-4 | 2 K,1,0,1,0,0,0,0,2,0,0,1,0,4,0,0,0,0,0,0,0,-.--
145,650391,746821,4,3,1,0,0,.---,0,1-3,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,-.--
145,683734,746821,5,3,1,0,0,.---,0,1-3 | 2 K,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,1,0,0,0,-.--
145,657557,746821,6,3,0,0,0,.---,0,0-3 | 2 K,1,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,-.--
145,607680,746821,7,3,0,0,0,.---,0,0-3 | K,0,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,-.--
145,455117,746821,8,3,0,0,0,.---,0,0-3 | K,0,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,-.--
145,670032,746821,9,3,0,0,0,.---,0,0-3,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-.--
134,656582,746089,1,6,0,0,0,.---,0,"0-4 | 2 BB, R",2,2,2,1,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,-.--
134,668804,746089,2,6,6,0,0,.---,0,"2-5 | HR, 2B, BB",0,1,0,1,1,0,1,2,1,0,2,0,5,0,0,2,2,0,0,0,5
134,663647,746089,3,6,3,0,0,.---,0,"2-4 | 2B, 2 BB, K",0,1,0,1,1,0,0,1,2,0,2,0,4,0,0,0,1,0,0,0,-.--
134,457705,746089,4,6,0,0,0,.---,0,"0-5 | BB, 4 K, RBI",0,1,0,0,0,0,0,4,1,0,0,0,5,0,0,1,7,0,0,0,-.--
134,680779,746089,5,6,1,0,0,.---,0,1-6 | K,1,0,4,0,0,0,0,1,0,0,1,0,6,0,0,0,7,0,0,0,-.--
134,665833,746089,6,6,4,0,0,.---,0,"1-5 | HR, BB, 3 K",0,1,0,1,0,0,1,3,1,1,1,0,5,0,0,1,4,0,0,0,5
134,669707,746089,7,6,1,0,0,.---,0,"1-6 | 2 K, RBI",1,2,1,0,0,0,0,2,0,0,1,0,6,0,0,1,4,0,0,0,-.--
134,642133,746089,8,2,0,0,0,.---,0,0-2 | 2 K,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,-.--
134,572191,746089,9,5,1,0,0,.---,0,"1-5 | 2 K, R",0,2,0,1,0,0,0,2,0,0,1,0,5,0,0,0,2,0,0,0,-.--
146,650333,746089,1,6,0,0,0,.---,0,0-6 | K,2,2,3,0,0,0,0,1,0,0,0,0,6,0,0,0,4,0,0,0,-.--
146,605137,746089,2,6,2,0,0,.---,0,"2-4 | BB, HBP, K",0,1,0,1,0,0,0,1,1,0,2,1,4,0,0,0,1,0,0,0,-.--
146,650559,746089,3,6,1,0,0,.---,0,"1-6 | K, R",1,3,1,1,0,0,0,1,0,0,1,0,6,1,0,0,4,0,0,0,-.--
146,665862,746089,4,5,2,0,0,.---,0,"1-3 | 2B, 2 BB, 2 R",2,0,2,2,1,0,0,0,2,1,1,0,3,0,0,0,3,0,0,0,-.--
146,669394,746089,5,5,3,0,0,.---,0,"3-4 | 3 RBI, R",0,1,1,1,0,0,0,0,0,0,3,0,4,1,0,3,2,0,1,0,-.--
146,660821,746089,6,3,0,0,1,1,0,"0-3 | RBI, SB",0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,-.--
146,641313,746089,7,5,2,0,0,.---,0,"1-5 | 2B, K, RBI",1,2,1,0,1,0,0,1,0,0,1,0,5,0,0,1,2,0,0,0,-.--
146,624503,746089,8,3,0,0,0,.---,0,0-3 | K,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,-.--
146,663743,746089,9,4,0,0,0,.---,0,0-3 | HBP,0,2,1,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,-.--
147,650402,746418,1,5,0,0,0,.---,0,"0-4 | BB, K, R",1,2,1,1,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,-.--
147,665742,746418,2,5,1,0,0,.---,0,"1-3 | 2 BB, K, RBI",0,1,0,0,0,0,0,1,2,0,1,0,3,0,0,1,0,0,0,0,-.--
147,592450,746418,3,5,2,0,0,.---,0,"1-4 | 2B, BB, 2 K",0,1,0,1,1,0,0,2,1,0,1,0,4,1,0,0,5,0,0,0,-.--
147,519317,746418,4,5,1,0,0,.---,0,1-5 | 2 K,0,2,0,0,0,0,0,2,0,0,1,0,5,0,0,0,4,0,0,0,-.--
147,519203,746418,5,5,1,0,0,.---,0,"1-3 | BB, HBP, K",0,0,1,0,0,0,0,1,1,0,1,1,3,0,0,1,2,0,0,0,-.--
147,683011,746418,6,5,1,0,0,.---,0,"1-2 | 3 BB, K, RBI",0,0,0,0,0,0,0,1,3,0,1,0,2,0,0,1,0,0,0,0,-.--
147,657077,746418,7,4,1,0,0,.---,0,1-3 | RBI,0,2,1,0,0,0,0,0,0,0,1,0,3,1,0,1,6,0,1,0,-.--
147,624431,746418,8,4,0,0,0,.---,0,"0-3 | BB, K, R",0,1,1,1,0,0,0,1,1,0,0,0,3,1,0,0,5,0,0,0,-.--
147,665828,746418,9,4,5,0,0,.---,0,"2-4 | HR, K, RBI",0,1,0,2,0,0,1,1,0,0,2,0,4,0,0,1,0,0,0,0,4
117,514888,746418,1,5,1,0,0,.---,0,1-5 | 2 K,0,0,2,0,0,0,0,2,0,0,1,0,5,0,0,0,2,0,0,0,-.--
117,670541,746418,2,5,2,0,0,.---,0,2-5 | R,2,1,2,1,0,0,0,0,0,0,2,0,5,0,0,0,1,0,0,0,-.--
117,663656,746418,3,5,1,0,0,.---,0,"1-4 | BB, 2 K, R",0,0,1,1,0,0,0,2,1,0,1,0,4,0,0,0,1,0,0,0,-.--
117,608324,746418,4,5,1,0,0,.---,0,1-5,2,2,2,0,0,0,0,0,0,0,1,0,5,0,0,0,4,0,0,0,-.--
117,547989,746418,5,4,0,0,0,.---,0,"0-3 | BB, K, R",1,1,1,1,0,0,0,1,1,0,0,0,3,0,0,0,2,0,0,0,-.--
117,676801,746418,6,4,1,0,0,.---,0,"1-4 | K, 2 RBI",1,0,2,0,0,0,0,1,0,0,1,0,4,0,0,2,0,0,0,0,-.--
117,673237,746418,7,4,3,0,0,.---,0,3-4 | RBI,0,1,0,0,0,0,0,0,0,0,3,0,4,0,0,1,0,0,0,0,-.--
117,665161,746418,8,4,3,0,0,.---,0,2-4 | 2B,0,2,0,0,1,0,0,0,0,0,2,0,4,1,0,0,3,0,0,0,-.--
117,676694,746418,9,2,4,0,0,.---,0,"1-2 | HR, K, RBI",0,0,0,1,0,0,1,1,0,0,1,0,2,0,0,1,1,0,0,0,2
112,664023,745039,1,5,0,0,0,.---,0,"0-4 | BB, K",1,2,1,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,-.--
112,673548,745039,2,5,2,0,0,.---,0,"1-5 | 2B, R",2,2,2,1,1,0,0,0,0,0,1,0,5,0,0,0,2,0,0,0,-.--
112,641355,745039,3,5,2,0,0,.---,0,"1-4 | 2B, BB, K",0,1,1,0,1,0,0,1,1,1,1,0,4,0,0,1,0,0,0,0,-.--
112,666624,745039,4,5,4,0,0,.---,0,"2-5 | 3B, K, R",1,1,1,1,0,1,0,1,0,0,2,0,5,0,0,0,4,0,0,0,-.--
112,621020,745039,5,4,0,0,0,.---,0,"0-3 | K, RBI",1,2,1,0,0,0,0,1,0,0,0,0,3,0,0,1,1,0,1,0,-.--
112,683737,745039,6,4,1,0,0,.---,0,"1-2 | 2 BB, K, R",0,0,0,1,0,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,-.--
112,663538,745039,7,4,0,0,0,.---,0,"0-2 | BB, HBP, K",0,1,0,0,0,0,0,1,1,0,0,1,2,1,0,0,2,0,0,0,-.--
112,663611,745039,8,3,2,0,0,.---,0,1-3 | 2B,0,2,0,0,1,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,-.--
112,543228,745039,9,3,0,0,0,.---,0,0-3 | K,2,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,-.--
140,543760,745039,1,5,0,0,0,.---,0,"0-4 | BB, 2 K",1,0,2,0,0,0,0,2,1,0,0,0,4,0,0,0,1,0,0,0,-.--
140,608369,745039,2,5,1,0,0,.---,0,1-5 | K,1,2,1,0,0,0,0,1,0,0,1,0,5,0,0,0,3,0,0,0,-.--
140,673962,745039,3,5,2,0,0,.---,0,"1-3 | 2B, 2 BB, 2 R",0,1,1,2,1,0,0,0,2,0,1,0,3,0,0,0,1,0,0,0,-.--
140,666969,745039,4,5,5,0,0,.---,0,"2-4 | HR, BB, K",0,1,0,1,0,0,1,1,1,0,2,0,4,0,0,1,2,0,0,0,4
140,694671,745039,5,5,1,0,0,.---,0,"1-3 | BB, K, RBI",1,1,1,0,0,0,0,1,1,1,1,0,3,0,0,1,3,0,1,0,-.--
